expressionId,practiceExampleNumber,practiceQuestion,practiceQuestionTranslation,sentenceText,sentenceTranslation,acceptedAnswerCount,acceptedAnswers,reviewReason,reviewNotes
1508,1,Why does everyone like the receptionist?,왜 모두가 접수 담당자를 좋아해?,She goes out of her way to help visitors.,방문객을 도우려고 일부러 수고하거든.,3,"방문객을 도우려고 일부러 수고하거든
방문객을 도우려고 수고하거든 일부러
일부러 수고하거든 방문객을 도우려고",방문객 도움 목적과 의도적인 수고를 유지했다.,
1508,2,How did you find that rare book?,그 희귀한 책을 어떻게 찾았어?,Marco went out of his way to locate a copy.,리엄이 사본을 찾으려고 애써 줬어.,4,"리엄이 사본을 찾으려고 애써 줬어
사본을 찾으려고 리엄이 애써 줬어
리엄이 애써 줬어 사본을 찾으려고
사본을 찾으려고 애써 줬어 리엄이",리엄의 사본 탐색 목적과 노력을 유지했다.,영어의 행동 주체는 Marco이지만 한국어 답의 주체는 리엄으로 바뀌어 있다.
1509,1,How was dinner with your aunt?,이모와 저녁 식사는 어땠어?,Lovely—she's such good company.,좋았어. 이모는 함께 있으면 정말 즐거워.,4,"좋았어 이모는 함께 있으면 정말 즐거워
좋았어 함께 있으면 이모는 정말 즐거워
좋았어 함께 있으면 정말 즐거워 이모는
좋았어 이모는 정말 즐거워 함께 있으면",좋았다는 답 뒤에서 이모와 함께할 때의 즐거움을 유지했다.,
1509,2,Why do you travel with Chloe?,왜 클로이와 여행해?,She's relaxed and good company.,편안하고 함께 있으면 즐거워.,3,"편안하고 함께 있으면 즐거워
편안하고 즐거워 함께 있으면
함께 있으면 즐거워 편안하고",편안함과 함께 있을 때 즐거움을 유지했다.,
1510,1,Why did you arrive despite the storm?,폭풍인데도 왜 왔어?,"I promised, and I wanted to keep my word.",약속했고 그 말을 지키고 싶었어.,3,"약속했고 그 말을 지키고 싶었어
약속했고 지키고 싶었어 그 말을
그 말을 지키고 싶었어 약속했고",약속한 이유와 그 말을 지키려는 희망을 유지했다.,
1510,2,Did the company issue the refund?,회사가 환불해 줬어?,"Yes, it kept its word.","응, 약속을 지켰어.",2,"응 약속을 지켰어
응 지켰어 약속을",약속을 지킨 대상을 유지했다.,
1511,1,Why is Chloe disappointed?,클로이는 왜 실망했어?,Her friend broke a promise to attend.,친구가 참석하겠다는 약속을 어겼어.,4,"친구가 참석하겠다는 약속을 어겼어
참석하겠다는 약속을 친구가 어겼어
친구가 어겼어 참석하겠다는 약속을
참석하겠다는 약속을 어겼어 친구가",친구의 참석 약속 위반을 유지했다.,
1511,2,Can we change the delivery date?,배송 날짜를 바꿔도 될까?,Not without breaking our promise to the client.,고객과의 약속을 어기지 않고서는 안 돼.,2,"고객과의 약속을 어기지 않고서는 안 돼
안 돼 고객과의 약속을 어기지 않고서는",고객 약속 위반 없이는 불가하다는 조건을 유지했다.,
1512,1,Why does Marco trust his partner?,마르코는 왜 파트너를 믿어?,She always stands by him.,늘 그의 편을 지켜 주거든.,4,"늘 그의 편을 지켜 주거든
그의 편을 늘 지켜 주거든
늘 지켜 주거든 그의 편을
그의 편을 지켜 주거든 늘",늘 그의 편을 지키는 지속을 유지했다.,
1512,2,Will the team support its captain?,팀이 주장을 지지할까?,They promised to stand by her.,그녀의 편을 지키겠다고 약속했어.,2,"그녀의 편을 지키겠다고 약속했어
약속했어 그녀의 편을 지키겠다고",그녀의 편을 지키겠다는 약속 내용을 유지했다.,
1513,1,Why does Chloe trust her sister?,클로이는 왜 언니를 믿어?,Her sister always sticks up for her.,언니가 늘 클로이를 두둔해 주거든.,12,"언니가 늘 클로이를 두둔해 주거든
늘 언니가 클로이를 두둔해 주거든
언니가 클로이를 늘 두둔해 주거든
늘 클로이를 언니가 두둔해 주거든
클로이를 언니가 늘 두둔해 주거든
클로이를 늘 언니가 두둔해 주거든
언니가 늘 두둔해 주거든 클로이를
언니가 클로이를 두둔해 주거든 늘
늘 언니가 두둔해 주거든 클로이를
늘 클로이를 두둔해 주거든 언니가
클로이를 언니가 두둔해 주거든 늘
클로이를 늘 두둔해 주거든 언니가",언니가 늘 클로이를 두둔하는 관계를 유지했다.,
1513,2,Did anyone defend the new employee?,누가 신입 직원을 변호했어?,His supervisor stuck up for him.,상사가 그를 두둔했어.,4,"상사가 그를 두둔했어
그를 상사가 두둔했어
상사가 두둔했어 그를
그를 두둔했어 상사가",조사가 행위의 주체와 대상을 보존한다. 주어·목적어의 교환과 한 성분을 자연스럽게 끝에 덧붙이는 어순을 포함했다.,
1514,1,Why did you interview Chloe?,왜 클로이를 면접했어?,A former colleague vouched for her.,전 동료가 클로이를 보증했어.,4,"전 동료가 클로이를 보증했어
클로이를 전 동료가 보증했어
전 동료가 보증했어 클로이를
클로이를 보증했어 전 동료가",전 동료가 클로이를 보증하는 관계를 유지했다.,
1514,2,Can I list you as a reference?,추천인으로 당신을 적어도 될까요?,"Certainly, I'd be happy to vouch for you.","물론이죠, 기꺼이 보증할게요.",2,"물론이죠 기꺼이 보증할게요
물론이죠 보증할게요 기꺼이",기꺼이 보증하겠다는 태도를 유지했다.,
1515,1,Should I listen to my parents' concern?,부모님의 걱정을 들어야 할까?,Remember that they have your best interests at heart.,부모님이 진심으로 네가 잘되길 바라신다는 걸 기억해.,6,"부모님이 진심으로 네가 잘되길 바라신다는 걸 기억해
부모님이 네가 잘되길 진심으로 바라신다는 걸 기억해
네가 잘되길 부모님이 진심으로 바라신다는 걸 기억해
기억해 부모님이 진심으로 네가 잘되길 바라신다는 걸
기억해 부모님이 네가 잘되길 진심으로 바라신다는 걸
기억해 네가 잘되길 부모님이 진심으로 바라신다는 걸",진심으로가 기억하라는 명령이 아니라 부모님의 바람을 꾸미도록 보존했다.,
1515,2,Why did the coach rest Marco?,코치가 왜 마르코를 쉬게 했어?,She had his best interests at heart.,마르코에게 가장 좋은 일을 생각했어.,4,"마르코에게 가장 좋은 일을 생각했어
가장 좋은 일을 마르코에게 생각했어
마르코에게 생각했어 가장 좋은 일을
가장 좋은 일을 생각했어 마르코에게",마르코에게 가장 좋은 일이라는 생각 대상을 유지했다.,
1516,1,Are you angry about the surprise?,깜짝 행사 때문에 화났어?,"A little, though I know they meant well.",조금은 그렇지만 좋은 뜻이었다는 건 알아.,2,"조금은 그렇지만 좋은 뜻이었다는 건 알아
조금은 그렇지만 알아 좋은 뜻이었다는 건",부분적 불쾌감과 좋은 뜻을 안다는 양보를 유지했다.,
1516,2,Why did your aunt rearrange the kitchen?,이모가 왜 주방을 재배치했어?,She meant well and wanted to help.,좋은 뜻으로 돕고 싶으셨던 거야.,2,"좋은 뜻으로 돕고 싶으셨던 거야
돕고 싶으셨던 거야 좋은 뜻으로",좋은 뜻으로 돕고자 했다는 의도를 유지했다.,
1517,1,Does your daughter like her new teacher?,딸이 새 선생님을 좋아해?,"Yes, she took to him right away.","응, 바로 선생님을 마음에 들어 했어.",4,"응 바로 선생님을 마음에 들어 했어
응 선생님을 바로 마음에 들어 했어
응 선생님을 마음에 들어 했어 바로
응 바로 마음에 들어 했어 선생님을",바로 선생님을 좋아하게 된 시점을 유지했다.,
1517,2,Did the team welcome Teddy?,팀이 테디를 반겼어?,Everyone took to him quickly.,모두가 그를 금세 좋아하게 됐어.,12,"모두가 그를 금세 좋아하게 됐어
그를 모두가 금세 좋아하게 됐어
모두가 금세 그를 좋아하게 됐어
그를 금세 모두가 좋아하게 됐어
금세 모두가 그를 좋아하게 됐어
금세 그를 모두가 좋아하게 됐어
모두가 그를 좋아하게 됐어 금세
모두가 금세 좋아하게 됐어 그를
그를 모두가 좋아하게 됐어 금세
그를 금세 좋아하게 됐어 모두가
금세 모두가 좋아하게 됐어 그를
금세 그를 좋아하게 됐어 모두가",모두가 그를 금세 좋아한 관계를 유지했다.,
1518,1,Does Marco like spicy food?,마르코는 매운 음식을 좋아해?,He's not very fond of it.,그다지 좋아하지 않아.,2,"그다지 좋아하지 않아
좋아하지 않아 그다지",좋아하지 않아는 분리하지 않는다. 그다지를 뒤에 덧붙여 좋아하는 정도가 높지 않다는 뜻을 나타내는 구어 어순도 자연스러워 포함했다.,
1518,2,Why keep that worn chair?,왜 그 낡은 의자를 간직해?,My father was fond of it.,아버지가 그 의자를 아끼셨어.,4,"아버지가 그 의자를 아끼셨어
그 의자를 아버지가 아끼셨어
아버지가 아끼셨어 그 의자를
그 의자를 아끼셨어 아버지가",아버지의 그 의자에 대한 애착을 유지했다.,
1519,1,Do the neighboring shops compete bitterly?,이웃 가게들이 심하게 경쟁해?,"No, their owners are on friendly terms.","아니, 주인들은 우호적인 관계야.",2,"아니 주인들은 우호적인 관계야
아니 우호적인 관계야 주인들은",주인들의 우호적인 관계를 유지했다.,
1519,2,How was seeing your former roommate?,전 룸메이트를 보니 어땠어?,Fine—we parted on friendly terms.,괜찮았어. 우리는 좋은 관계로 헤어졌거든.,4,"괜찮았어 우리는 좋은 관계로 헤어졌거든
괜찮았어 좋은 관계로 우리는 헤어졌거든
괜찮았어 좋은 관계로 헤어졌거든 우리는
괜찮았어 우리는 헤어졌거든 좋은 관계로",우리의 좋은 관계 속 이별을 유지했다.,
1520,1,Did you leave the band peacefully?,밴드를 평화롭게 나왔어?,"No, I had a falling-out with the drummer.","아니, 드러머와 다퉈 사이가 틀어졌어.",3,"아니 드러머와 다퉈 사이가 틀어졌어
아니 드러머와 다퉈 틀어졌어 사이가
아니 사이가 틀어졌어 드러머와 다퉈",드러머와 다툰 뒤 사이가 틀어진 결과를 유지했다.,
1520,2,Why is the office atmosphere tense?,사무실 분위기가 왜 긴장돼 있어?,Two managers had a falling-out.,매니저 두 명이 크게 다퉜어.,4,"매니저 두 명이 크게 다퉜어
크게 매니저 두 명이 다퉜어
매니저 두 명이 다퉜어 크게
크게 다퉜어 매니저 두 명이",매니저 두 명의 큰 다툼을 유지했다.,
1521,1,Did the discussion change your mind?,토론으로 생각이 바뀌었어?,It helped me see things differently.,상황을 다르게 보는 데 도움이 됐어.,4,"상황을 다르게 보는 데 도움이 됐어
다르게 상황을 보는 데 도움이 됐어
도움이 됐어 상황을 다르게 보는 데
도움이 됐어 다르게 상황을 보는 데",상황을 다르게 보는 데 도움된다는 내용을 유지했다.,
1521,2,Do you and your sister always agree?,너와 언니는 늘 의견이 같아?,"No, we see things differently on many issues.","아니, 많은 문제를 다르게 봐.",4,"아니 많은 문제를 다르게 봐
아니 다르게 많은 문제를 봐
아니 다르게 봐 많은 문제를
아니 많은 문제를 봐 다르게",많은 문제를 다르게 보는 관점을 유지했다.,
1522,1,Did employees welcome the policy?,직원들이 그 정책을 반겼어?,They had a mixed reaction to the changes.,변화에 엇갈린 반응을 보였어.,4,"변화에 엇갈린 반응을 보였어
엇갈린 반응을 변화에 보였어
변화에 보였어 엇갈린 반응을
엇갈린 반응을 보였어 변화에",변화에 대한 엇갈린 반응을 유지했다.,
1522,2,Are you happy about moving?,이사하게 돼서 기뻐?,I have a mixed reaction because I'll miss my friends.,친구들이 그리울 거라 감정이 엇갈려.,3,"친구들이 그리울 거라 감정이 엇갈려
친구들이 그리울 거라 엇갈려 감정이
감정이 엇갈려 친구들이 그리울 거라",친구에 대한 그리움 예상과 복합 감정을 유지했다.,
1523,1,Should we invite the new colleague?,새 동료를 초대할까?,"Yes, we don't want her to feel left out.","응, 소외감을 느끼게 하고 싶지 않아.",2,"응 소외감을 느끼게 하고 싶지 않아
응 하고 싶지 않아 소외감을 느끼게",소외감을 느끼게 하고 싶지 않다는 내용을 유지했다.,
1523,2,Why did your brother join the game?,남동생이 왜 게임에 합류했어?,He was feeling left out.,소외감을 느끼고 있었어.,2,"소외감을 느끼고 있었어
느끼고 있었어 소외감을",소외감이라는 느끼는 상태를 유지했다.,
1524,1,Why do you like that café?,왜 그 카페를 좋아해?,Its quiet atmosphere makes me feel at ease.,조용한 분위기 덕분에 마음이 편해.,4,"조용한 분위기 덕분에 마음이 편해
마음이 조용한 분위기 덕분에 편해
조용한 분위기 덕분에 편해 마음이
마음이 편해 조용한 분위기 덕분에",조용한 분위기와 편한 마음의 인과를 유지했다.,
